patient_id,n_spots_in_tissue,n_spots_missin_tumor_fraction,mean_tumor_fraction,median_tumor_fraction,tile_id,n_initial_tiles,fullres_pixel_size,tile_size_pixels,k_value,mean_tile_purity,median_tile_purity,tile_purity_std,tiles_before_filter,n_tumor_tiles,has_tumor_tiles,tumor_threshold,min_spots,tiles_path,genes_per_signature,n_missing_signatures,n_total_tiles_aggregated,n_tumor_tiles_aggregated,avg_spots_per_tile,has_tumor_fraction
CH_L_306b,4388.0,0.0,0.42584575809240705,0.4353162122569806,"['10-17', '10-18', '10-19', '10-20', '11-18', '11-19', '11-20', '5-16', '5-17', '5-18', '6-16', '6-17', '6-18', '6-19', '6-20', '6-21', '7-16', '7-17', '7-18', '7-19', '7-20', '7-21', '8-15', '8-16', '8-17', '8-18', '8-19', '8-20', '8-21', '9-15', '9-16', '9-17', '9-18', '9-19', '9-20']",35.0,0.41528504098105556,2407.0,2.0,0.43280380728937323,0.4339048903642212,0.0884836564543194,35.0,22.0,True,0.3,40.0,/home/sagemaker-user/HNE/tiles/CH_L_306b,"['Cell_cycle_signature: 19/20 genes', 'EMT_signature: 6/6 genes', 'FMRP_signature: 49/50 genes', 'WNT_signature: 17/17 genes', 'YAP_signature: 6/6 genes']",0.0,35.0,22.0,162.09,
CH_L_307a,4898.0,0.0,0.5579307567495363,0.6106455426382367,"['3-13', '3-14', '3-15', '3-16', '3-17', '3-18', '4-13', '4-14', '4-15', '4-16', '4-17', '4-18', '4-19', '5-14', '5-15', '5-16', '5-17', '5-18', '5-19', '6-14', '6-15', '6-16', '6-17', '6-18', '6-19', '7-14', '7-15', '7-16', '7-17', '7-18', '7-19', '8-14', '8-15', '8-16', '8-17', '8-18', '8-19', '9-14', '9-15']",39.0,0.43216472344231527,2313.0,2.0,0.5293529380927571,0.567589239472513,0.2194952390251192,39.0,24.0,True,0.3,40.0,/home/sagemaker-user/HNE/tiles/CH_L_307a,"['Cell_cycle_signature: 19/20 genes', 'EMT_signature: 6/6 genes', 'FMRP_signature: 50/50 genes', 'WNT_signature: 17/17 genes', 'YAP_signature: 6/6 genes']",0.0,39.0,24.0,166.42,
CH_L_308a,4905.0,0.0,0.4855798589746469,0.4846653714822973,"['10-10', '10-11', '10-12', '10-7', '10-8', '10-9', '11-10', '11-11', '11-12', '11-7', '11-8', '11-9', '5-10', '5-11', '5-12', '5-7', '5-8', '5-9', '6-10', '6-11', '6-12', '6-7', '6-8', '6-9', '7-10', '7-11', '7-12', '7-7', '7-8', '7-9', '8-10', '8-11', '8-12', '8-7', '8-8', '8-9', '9-10', '9-11', '9-12', '9-7', '9-8', '9-9']",42.0,0.3967083027295752,2520.0,2.0,0.4874611269832411,0.43965099002686203,0.21843778083049697,42.0,27.0,True,0.3,40.0,/home/sagemaker-user/HNE/tiles/CH_L_308a,"['Cell_cycle_signature: 19/20 genes', 'EMT_signature: 6/6 genes', 'FMRP_signature: 50/50 genes', 'WNT_signature: 17/17 genes', 'YAP_signature: 6/6 genes']",0.0,42.0,27.0,143.81,
CH_L_309a,4796.0,0.0,0.620397663999602,0.7314332325718864,"['10-10', '10-11', '10-12', '10-8', '10-9', '5-10', '5-11', '5-12', '5-13', '5-8', '5-9', '6-10', '6-11', '6-12', '6-13', '6-8', '6-9', '7-10', '7-11', '7-12', '7-13', '7-8', '7-9', '8-10', '8-11', '8-12', '8-13', '8-8', '8-9', '9-10', '9-11', '9-12', '9-13', '9-8', '9-9']",35.0,0.37739003594826404,2649.0,2.0,0.6229891090043574,0.6985980817763828,0.19380609404313345,35.0,25.0,True,0.3,40.0,/home/sagemaker-user/HNE/tiles/CH_L_309a,"['Cell_cycle_signature: 19/20 genes', 'EMT_signature: 6/6 genes', 'FMRP_signature: 49/50 genes', 'WNT_signature: 17/17 genes', 'YAP_signature: 6/6 genes']",0.0,35.0,25.0,167.48,
CH_L_310a,4469.0,0.0,0.28940128203482857,0.281226773790031,"['4-10', '4-11', '4-12', '4-13', '4-14', '4-15', '4-9', '5-10', '5-11', '5-12', '5-13', '5-14', '5-9', '6-10', '6-11', '6-12', '6-13', '6-14', '6-9', '7-10', '7-11', '7-12', '7-13', '7-14', '7-9', '8-10', '8-11', '8-12', '8-13', '8-14', '8-9', '9-10', '9-11', '9-12', '9-13', '9-14', '9-9']",37.0,0.41558652516282535,2406.0,2.0,0.32017156473153296,0.3354724520836843,0.12583812855966212,37.0,15.0,True,0.3,40.0,/home/sagemaker-user/HNE/tiles/CH_L_310a,"['Cell_cycle_signature: 19/20 genes', 'EMT_signature: 6/6 genes', 'FMRP_signature: 50/50 genes', 'WNT_signature: 17/17 genes', 'YAP_signature: 6/6 genes']",0.0,37.0,15.0,140.27,
CH_L_311a,4789.0,0.0,0.5315597408770419,0.5707391890076137,"['10-11', '10-12', '10-13', '10-14', '10-15', '10-16', '11-11', '11-12', '11-13', '11-14', '11-15', '11-16', '12-11', '12-12', '12-13', '12-14', '12-15', '12-16', '7-11', '7-12', '7-13', '7-14', '7-15', '7-16', '8-11', '8-12', '8-13', '8-14', '8-15', '8-16', '9-11', '9-12', '9-13', '9-14', '9-15', '9-16']",36.0,0.40227135325976515,2485.0,2.0,0.4843956389919679,0.5047563288945125,0.19833370976642284,36.0,25.0,True,0.3,40.0,/home/sagemaker-user/HNE/tiles/CH_L_311a,"['Cell_cycle_signature: 19/20 genes', 'EMT_signature: 6/6 genes', 'FMRP_signature: 50/50 genes', 'WNT_signature: 17/17 genes', 'YAP_signature: 6/6 genes']",0.0,36.0,25.0,169.2,
CH_L_312a,4700.0,0.0,0.3992924377619648,0.38379292721791275,"['10-10', '10-11', '10-12', '10-6', '10-7', '10-8', '10-9', '11-10', '11-11', '11-7', '11-8', '11-9', '5-10', '5-7', '5-8', '5-9', '6-10', '6-11', '6-12', '6-7', '6-8', '6-9', '7-10', '7-11', '7-12', '7-7', '7-8', '7-9', '8-10', '8-11', '8-12', '8-7', '8-8', '8-9', '9-10', '9-11', '9-12', '9-7', '9-8', '9-9']",40.0,0.41708019323231593,2397.0,2.0,0.3894237759727079,0.3977443887710047,0.15794767480292185,40.0,19.0,True,0.3,40.0,/home/sagemaker-user/HNE/tiles/CH_L_312a,"['Cell_cycle_signature: 19/20 genes', 'EMT_signature: 6/6 genes', 'FMRP_signature: 50/50 genes', 'WNT_signature: 17/17 genes', 'YAP_signature: 6/6 genes']",0.0,40.0,19.0,170.68,
CH_L_313a,4000.0,0.0,0.2762966592276242,0.1354293823959986,"['3-4', '3-5', '3-6', '3-7', '3-8', '3-9', '4-4', '4-5', '4-6', '4-7', '4-8', '4-9', '5-4', '5-5', '5-6', '5-7', '5-8', '5-9', '6-3', '6-4', '6-5', '6-6', '6-7', '6-8', '7-3', '7-4', '7-5', '7-6', '7-7', '7-8', '8-4', '8-5', '8-6', '8-7', '8-8']",35.0,0.4124402022193532,2424.0,2.0,0.26828696640049016,0.23323124652976499,0.19412938914782424,35.0,8.0,True,0.3,40.0,/home/sagemaker-user/HNE/tiles/CH_L_313a,"['Cell_cycle_signature: 19/20 genes', 'EMT_signature: 6/6 genes', 'FMRP_signature: 50/50 genes', 'WNT_signature: 17/17 genes', 'YAP_signature: 6/6 genes']",0.0,35.0,8.0,156.0,
CH_L_314a,4243.0,0.0,0.4186331645224359,0.44659240808471296,"['10-22', '10-23', '4-18', '4-19', '4-20', '4-21', '4-22', '4-23', '5-18', '5-19', '5-20', '5-21', '5-22', '5-23', '6-18', '6-19', '6-20', '6-21', '6-22', '6-23', '7-18', '7-19', '7-20', '7-21', '7-22', '7-23', '8-18', '8-19', '8-20', '8-21', '8-22', '8-23', '9-18', '9-19', '9-20', '9-21', '9-22', '9-23']",38.0,0.4138935028163829,2416.0,2.0,0.42399637051858735,0.4423581782167797,0.2307033059562247,38.0,22.0,True,0.3,40.0,/home/sagemaker-user/HNE/tiles/CH_L_314a,"['Cell_cycle_signature: 19/20 genes', 'EMT_signature: 6/6 genes', 'FMRP_signature: 50/50 genes', 'WNT_signature: 17/17 genes', 'YAP_signature: 6/6 genes']",0.0,38.0,22.0,124.5,
CH_L_315a,4153.0,0.0,0.4658963113978462,0.487873532082676,"['10-5', '10-6', '10-7', '10-8', '4-10', '4-5', '4-6', '4-7', '4-9', '5-10', '5-5', '5-6', '5-7', '5-8', '5-9', '6-10', '6-5', '6-6', '6-7', '6-8', '6-9', '7-10', '7-5', '7-6', '7-7', '7-8', '7-9', '8-5', '8-6', '8-7', '8-8', '8-9', '9-5', '9-6', '9-7', '9-8', '9-9']",37.0,0.35566890471344076,2811.0,2.0,0.4250371406488108,0.4233448714464139,0.1769823482481823,37.0,24.0,True,0.3,40.0,/home/sagemaker-user/HNE/tiles/CH_L_315a,"['Cell_cycle_signature: 19/20 genes', 'EMT_signature: 6/6 genes', 'FMRP_signature: 50/50 genes', 'WNT_signature: 17/17 genes', 'YAP_signature: 6/6 genes']",0.0,37.0,24.0,144.67,
CH_L_317a,4898.0,0.0,0.48287398309596363,0.497854000062381,"['10-3', '10-4', '10-5', '10-6', '10-7', '10-8', '11-3', '11-4', '11-5', '11-6', '11-7', '11-8', '6-3', '6-4', '6-5', '6-6', '6-7', '6-8', '7-3', '7-4', '7-5', '7-6', '7-7', '7-8', '8-3', '8-4', '8-5', '8-6', '8-7', '8-8', '9-3', '9-4', '9-5', '9-6', '9-7', '9-8']",36.0,0.41464206948197946,2411.0,2.0,0.46612841493784746,0.47657387875576473,0.10728230380482956,36.0,34.0,True,0.3,40.0,/home/sagemaker-user/HNE/tiles/CH_L_317a,"['Cell_cycle_signature: 19/20 genes', 'EMT_signature: 6/6 genes', 'FMRP_signature: 50/50 genes', 'WNT_signature: 17/17 genes', 'YAP_signature: 6/6 genes']",0.0,36.0,34.0,141.44,
CH_L_318a,4947.0,0.0,0.6482364717790944,0.6911810107960723,"['10-18', '10-19', '10-20', '10-21', '10-22', '10-23', '11-22', '11-23', '5-18', '5-19', '5-20', '5-21', '5-22', '5-23', '6-18', '6-19', '6-20', '6-21', '6-22', '6-23', '7-18', '7-19', '7-20', '7-21', '7-22', '7-23', '8-18', '8-19', '8-20', '8-21', '8-22', '8-23', '9-18', '9-19', '9-20', '9-21', '9-22', '9-23']",38.0,0.41174518789926645,2428.0,2.0,0.6351193090456836,0.6712656676524087,0.1145795134044178,38.0,34.0,True,0.3,40.0,/home/sagemaker-user/HNE/tiles/CH_L_318a,"['Cell_cycle_signature: 19/20 genes', 'EMT_signature: 6/6 genes', 'FMRP_signature: 50/50 genes', 'WNT_signature: 17/17 genes', 'YAP_signature: 6/6 genes']",0.0,38.0,34.0,143.44,
CH_L_319a,4736.0,0.0,0.5936929177255506,0.7579405594285249,"['3-17', '3-18', '4-14', '4-15', '4-16', '4-17', '4-18', '4-19', '5-14', '5-15', '5-16', '5-17', '5-18', '5-19', '6-14', '6-15', '6-16', '6-17', '6-18', '6-19', '7-14', '7-15', '7-16', '7-17', '7-18', '7-19', '8-14', '8-15', '8-16', '8-17', '8-18', '8-19', '9-14', '9-15', '9-16', '9-17', '9-18', '9-19']",38.0,0.40780327574115743,2452.0,2.0,0.5116428856648415,0.5369024535023006,0.3002564874428601,38.0,23.0,True,0.3,40.0,/home/sagemaker-user/HNE/tiles/CH_L_319a,"['Cell_cycle_signature: 19/20 genes', 'EMT_signature: 6/6 genes', 'FMRP_signature: 50/50 genes', 'WNT_signature: 17/17 genes', 'YAP_signature: 6/6 genes']",0.0,38.0,23.0,157.0,
CH_L_320a,4157.0,0.0,0.4721292364692234,0.4714148208242754,"['10-11', '10-12', '10-13', '10-14', '10-15', '10-16', '11-11', '11-12', '11-13', '11-14', '5-11', '5-12', '5-13', '5-14', '5-15', '5-16', '6-11', '6-12', '6-13', '6-14', '6-15', '6-16', '7-11', '7-12', '7-13', '7-14', '7-15', '7-16', '8-11', '8-12', '8-13', '8-14', '8-15', '8-16', '9-11', '9-12', '9-13', '9-14', '9-15', '9-16']",40.0,0.4127564524460657,2422.0,2.0,0.4643736942184177,0.47104220303001254,0.18696696589887826,40.0,23.0,True,0.3,40.0,/home/sagemaker-user/HNE/tiles/CH_L_320a,"['Cell_cycle_signature: 19/20 genes', 'EMT_signature: 6/6 genes', 'FMRP_signature: 50/50 genes', 'WNT_signature: 17/17 genes', 'YAP_signature: 6/6 genes']",0.0,40.0,23.0,138.43,
CH_L_321a,4963.0,0.0,0.684052324323643,0.7678058227869702,"['10-10', '10-11', '10-12', '10-13', '10-14', '10-9', '5-10', '5-11', '5-12', '5-13', '5-14', '5-9', '6-10', '6-11', '6-12', '6-13', '6-14', '6-9', '7-10', '7-11', '7-12', '7-13', '7-14', '7-9', '8-10', '8-11', '8-12', '8-13', '8-14', '8-9', '9-10', '9-11', '9-12', '9-13', '9-14', '9-9']",36.0,0.42058745558017424,2377.0,2.0,0.6528057220812199,0.681858917209097,0.1731792671762837,36.0,34.0,True,0.3,40.0,/home/sagemaker-user/HNE/tiles/CH_L_321a,"['Cell_cycle_signature: 19/20 genes', 'EMT_signature: 6/6 genes', 'FMRP_signature: 50/50 genes', 'WNT_signature: 17/17 genes', 'YAP_signature: 6/6 genes']",0.0,36.0,34.0,142.62,
CH_L_322a,4387.0,0.0,0.7292176965711977,0.9027322117900755,"['10-10', '10-11', '10-6', '10-7', '10-8', '10-9', '11-10', '11-11', '11-6', '11-7', '11-8', '11-9', '6-10', '6-11', '6-6', '6-7', '6-8', '6-9', '7-10', '7-11', '7-6', '7-7', '7-8', '7-9', '8-10', '8-11', '8-6', '8-7', '8-8', '8-9', '9-10', '9-11', '9-6', '9-7', '9-8', '9-9']",36.0,0.39204386675170944,2550.0,2.0,0.6839521329738124,0.7972968555606137,0.2977623787459059,36.0,28.0,True,0.3,40.0,/home/sagemaker-user/HNE/tiles/CH_L_322a,"['Cell_cycle_signature: 19/20 genes', 'EMT_signature: 6/6 genes', 'FMRP_signature: 50/50 genes', 'WNT_signature: 17/17 genes', 'YAP_signature: 6/6 genes']",0.0,36.0,28.0,131.71,
CH_L_323a,4155.0,0.0,0.6220430059073032,0.6797815047827284,"['3-10', '3-11', '3-7', '3-8', '3-9', '4-10', '4-11', '4-6', '4-7', '4-8', '4-9', '5-10', '5-11', '5-6', '5-7', '5-8', '5-9', '6-10', '6-11', '6-6', '6-7', '6-8', '6-9', '7-10', '7-11', '7-6', '7-7', '7-8', '7-9', '8-10', '8-11', '8-6', '8-7', '8-8', '8-9', '9-6', '9-7', '9-8']",38.0,0.406873739827277,2457.0,2.0,0.6136499156845899,0.5998691348054199,0.14478951258936293,38.0,30.0,True,0.3,40.0,/home/sagemaker-user/HNE/tiles/CH_L_323a,"['Cell_cycle_signature: 19/20 genes', 'EMT_signature: 6/6 genes', 'FMRP_signature: 50/50 genes', 'WNT_signature: 17/17 genes', 'YAP_signature: 6/6 genes']",0.0,38.0,30.0,133.0,
CH_L_326a,4392.0,0.0,0.5708190831539027,0.6293862118823529,"['10-10', '10-11', '10-12', '10-13', '10-14', '10-9', '11-10', '11-11', '11-12', '11-13', '11-14', '11-9', '12-11', '12-12', '12-13', '12-14', '7-10', '7-11', '7-12', '7-13', '7-14', '7-9', '8-10', '8-11', '8-12', '8-13', '8-14', '8-9', '9-10', '9-11', '9-12', '9-13', '9-14', '9-9']",34.0,0.3907352332880221,2559.0,2.0,0.5576581904266259,0.5820429614249294,0.12996848853720824,34.0,29.0,True,0.3,40.0,/home/sagemaker-user/HNE/tiles/CH_L_326a,"['Cell_cycle_signature: 19/20 genes', 'EMT_signature: 6/6 genes', 'FMRP_signature: 50/50 genes', 'WNT_signature: 17/17 genes', 'YAP_signature: 6/6 genes']",0.0,34.0,29.0,147.17,
CH_L_327a,4623.0,0.0,0.6768846280484044,0.7607268638524582,"['4-1', '4-2', '4-3', '4-4', '4-5', '4-6', '5-1', '5-2', '5-3', '5-4', '5-5', '5-6', '5-7', '6-2', '6-3', '6-4', '6-5', '6-6', '6-7', '7-2', '7-3', '7-4', '7-5', '7-6', '7-7', '8-2', '8-3', '8-4', '8-5', '8-6', '8-7', '9-2', '9-3', '9-4', '9-5', '9-6', '9-7']",37.0,0.4157470629799276,2405.0,2.0,0.6147141525080222,0.5899854289846062,0.17840761081657172,37.0,30.0,True,0.3,40.0,/home/sagemaker-user/HNE/tiles/CH_L_327a,"['Cell_cycle_signature: 19/20 genes', 'EMT_signature: 6/6 genes', 'FMRP_signature: 50/50 genes', 'WNT_signature: 17/17 genes', 'YAP_signature: 6/6 genes']",0.0,37.0,30.0,149.63,
CH_L_328a,4431.0,0.0,0.6507882651171151,0.7185734331948118,"['10-10', '10-11', '10-12', '10-7', '10-8', '10-9', '11-10', '11-11', '11-12', '11-7', '11-8', '11-9', '6-10', '6-11', '6-12', '6-7', '6-8', '6-9', '7-10', '7-11', '7-12', '7-7', '7-8', '7-9', '8-10', '8-11', '8-12', '8-7', '8-8', '8-9', '9-10', '9-11', '9-12', '9-7', '9-8', '9-9']",36.0,0.4156302583394356,2405.0,2.0,0.6063926473635225,0.6406924813470877,0.1686521205463326,36.0,32.0,True,0.3,40.0,/home/sagemaker-user/HNE/tiles/CH_L_328a,"['Cell_cycle_signature: 19/20 genes', 'EMT_signature: 6/6 genes', 'FMRP_signature: 50/50 genes', 'WNT_signature: 17/17 genes', 'YAP_signature: 6/6 genes']",0.0,36.0,32.0,134.31,
CH_L_329a,3944.0,0.0,0.5411769753297435,0.559835056307128,"['4-10', '4-6', '4-7', '4-8', '4-9', '5-10', '5-11', '5-5', '5-6', '5-7', '5-8', '5-9', '6-10', '6-11', '6-6', '6-7', '6-8', '6-9', '7-10', '7-11', '7-6', '7-7', '7-8', '7-9', '8-10', '8-11', '8-6', '8-7', '8-8', '8-9', '9-10', '9-11', '9-6', '9-7', '9-8', '9-9']",36.0,0.41082515487423155,2434.0,2.0,0.5293028230906776,0.5321824749250866,0.19206103985386094,36.0,26.0,True,0.3,40.0,/home/sagemaker-user/HNE/tiles/CH_L_329a,"['Cell_cycle_signature: 19/20 genes', 'EMT_signature: 6/6 genes', 'FMRP_signature: 50/50 genes', 'WNT_signature: 17/17 genes', 'YAP_signature: 6/6 genes']",0.0,36.0,26.0,129.19,
CH_L_330a,,,,,,,,,,,,,,,,,,,,,,,,False
CH_L_333a,4857.0,0.0,0.25141883407747306,0.16295774463350768,"['10-1', '10-2', '10-3', '10-4', '10-5', '10-6', '10-7', '11-1', '11-2', '11-3', '11-4', '11-5', '11-6', '6-2', '6-3', '6-4', '6-5', '6-6', '6-7', '7-2', '7-3', '7-4', '7-5', '7-6', '7-7', '8-2', '8-3', '8-4', '8-5', '8-6', '8-7', '9-2', '9-3', '9-4', '9-5', '9-6', '9-7']",37.0,0.40926984893789486,2443.0,2.0,0.2580284456789697,0.2281245181126942,0.12012054367784142,37.0,8.0,True,0.3,40.0,/home/sagemaker-user/HNE/tiles/CH_L_333a,"['Cell_cycle_signature: 19/20 genes', 'EMT_signature: 6/6 genes', 'FMRP_signature: 50/50 genes', 'WNT_signature: 17/17 genes', 'YAP_signature: 6/6 genes']",0.0,37.0,8.0,157.38,
CH_L_334a,4402.0,0.0,0.6294448144036715,0.7261354718286208,"['4-10', '4-11', '4-12', '4-13', '4-14', '4-9', '5-10', '5-11', '5-12', '5-13', '5-14', '5-9', '6-10', '6-11', '6-12', '6-13', '6-14', '6-9', '7-10', '7-11', '7-12', '7-13', '7-14', '7-9', '8-10', '8-11', '8-12', '8-13', '8-14', '8-9', '9-10', '9-11', '9-12', '9-13', '9-14', '9-9']",36.0,0.416671124611439,2399.0,2.0,0.5586155249479626,0.6341837084821581,0.2002958288650178,36.0,27.0,True,0.3,40.0,/home/sagemaker-user/HNE/tiles/CH_L_334a,"['Cell_cycle_signature: 19/20 genes', 'EMT_signature: 6/6 genes', 'FMRP_signature: 50/50 genes', 'WNT_signature: 17/17 genes', 'YAP_signature: 6/6 genes']",0.0,36.0,27.0,145.22,
CH_L_335a,4573.0,0.0,0.22547363275224502,0.03433349360549994,"['1-4', '1-5', '2-4', '2-5', '2-6', '2-7', '2-8', '2-9', '3-4', '3-5', '3-6', '3-7', '3-8', '3-9', '4-4', '4-5', '4-6', '4-7', '4-8', '4-9', '5-4', '5-5', '5-6', '5-7', '5-8', '5-9', '6-4', '6-5', '6-6', '6-7', '6-8', '6-9', '7-4', '7-5', '7-6', '7-7', '7-8', '7-9']",38.0,0.4139017938929506,2416.0,2.0,0.24865028897451688,0.17373517331090824,0.1915742486624595,38.0,10.0,True,0.3,40.0,/home/sagemaker-user/HNE/tiles/CH_L_335a,"['Cell_cycle_signature: 19/20 genes', 'EMT_signature: 6/6 genes', 'FMRP_signature: 50/50 genes', 'WNT_signature: 17/17 genes', 'YAP_signature: 6/6 genes']",0.0,38.0,10.0,141.0,
CH_L_336a,4975.0,0.0,0.4269623205667467,0.4234489736757348,"['10-4', '10-5', '10-6', '10-7', '10-8', '10-9', '11-4', '11-5', '11-6', '11-7', '11-8', '11-9', '12-4', '12-5', '12-6', '12-7', '12-8', '12-9', '7-4', '7-5', '7-6', '7-7', '7-8', '7-9', '8-4', '8-5', '8-6', '8-7', '8-8', '8-9', '9-4', '9-5', '9-6', '9-7', '9-8', '9-9']",36.0,0.40998791916688426,2439.0,2.0,0.42791059794710795,0.3959827918792138,0.2154644664557117,36.0,23.0,True,0.3,40.0,/home/sagemaker-user/HNE/tiles/CH_L_336a,"['Cell_cycle_signature: 19/20 genes', 'EMT_signature: 6/6 genes', 'FMRP_signature: 50/50 genes', 'WNT_signature: 17/17 genes', 'YAP_signature: 6/6 genes']",0.0,36.0,23.0,142.57,
CH_L_337a,4658.0,0.0,0.33435370575207796,0.18097451759174782,"['10-11', '10-12', '10-13', '10-14', '10-15', '10-16', '5-11', '5-12', '5-13', '5-14', '5-15', '5-16', '6-11', '6-12', '6-13', '6-14', '6-15', '6-16', '7-11', '7-12', '7-13', '7-14', '7-15', '7-16', '8-11', '8-12', '8-13', '8-14', '8-15', '8-16', '9-11', '9-12', '9-13', '9-14', '9-15', '9-16']",36.0,0.3948004828431835,2532.0,2.0,0.3347367003978947,0.3304459144585782,0.19240687936763803,36.0,16.0,True,0.3,40.0,/home/sagemaker-user/HNE/tiles/CH_L_337a,"['Cell_cycle_signature: 19/20 genes', 'EMT_signature: 6/6 genes', 'FMRP_signature: 50/50 genes', 'WNT_signature: 17/17 genes', 'YAP_signature: 6/6 genes']",0.0,36.0,16.0,155.62,
CH_L_338a,4615.0,0.0,0.34977817043700976,0.34941185801810254,"['10-10', '10-11', '10-12', '10-13', '10-8', '10-9', '11-10', '11-11', '11-12', '11-13', '11-8', '11-9', '6-10', '6-11', '6-12', '6-13', '6-8', '6-9', '7-10', '7-11', '7-12', '7-13', '7-8', '7-9', '8-10', '8-11', '8-12', '8-13', '8-8', '8-9', '9-10', '9-11', '9-12', '9-13', '9-8', '9-9']",36.0,0.4151881031436586,2408.0,2.0,0.3346311987422786,0.3296655204572477,0.09702605799085597,36.0,21.0,True,0.3,40.0,/home/sagemaker-user/HNE/tiles/CH_L_338a,"['Cell_cycle_signature: 19/20 genes', 'EMT_signature: 6/6 genes', 'FMRP_signature: 50/50 genes', 'WNT_signature: 17/17 genes', 'YAP_signature: 6/6 genes']",0.0,36.0,21.0,155.95,
CH_L_339a,3226.0,0.0,0.6539831577644206,0.826283110073557,"['4-10', '4-5', '4-6', '4-7', '4-8', '4-9', '5-10', '5-5', '5-6', '5-7', '5-8', '5-9', '6-10', '6-6', '6-7', '6-8', '6-9', '7-10', '7-5', '7-6', '7-7', '7-8', '7-9', '8-10', '8-5', '8-6', '8-7', '8-8', '8-9', '9-10', '9-5', '9-6', '9-7', '9-8', '9-9']",35.0,0.3707835248809304,2696.0,2.0,0.5526098806400971,0.5338854146859301,0.2183096799715757,35.0,23.0,True,0.3,40.0,/home/sagemaker-user/HNE/tiles/CH_L_339a,"['Cell_cycle_signature: 19/20 genes', 'EMT_signature: 6/6 genes', 'FMRP_signature: 50/50 genes', 'WNT_signature: 17/17 genes', 'YAP_signature: 6/6 genes']",0.0,35.0,23.0,128.65,
CH_L_340a,4915.0,0.0,0.6682337921122448,0.7530483169950372,"['10-10', '10-11', '10-12', '10-13', '10-7', '10-8', '10-9', '5-10', '5-11', '5-12', '5-13', '5-8', '5-9', '6-10', '6-11', '6-12', '6-13', '6-8', '6-9', '7-10', '7-11', '7-12', '7-13', '7-7', '7-8', '7-9', '8-10', '8-11', '8-12', '8-13', '8-7', '8-8', '8-9', '9-10', '9-11', '9-12', '9-13', '9-7', '9-8', '9-9']",40.0,0.3953252395240161,2529.0,2.0,0.634493745120155,0.6344591349999247,0.11444691573442654,40.0,30.0,True,0.3,40.0,/home/sagemaker-user/HNE/tiles/CH_L_340a,"['Cell_cycle_signature: 19/20 genes', 'EMT_signature: 6/6 genes', 'FMRP_signature: 49/50 genes', 'WNT_signature: 17/17 genes', 'YAP_signature: 6/6 genes']",0.0,40.0,30.0,162.13,
CH_L_341a,4543.0,0.0,0.3121273219380528,0.31412450700473893,"['10-10', '10-11', '10-12', '10-7', '10-8', '10-9', '4-10', '4-11', '4-8', '4-9', '5-10', '5-11', '5-12', '5-13', '5-8', '5-9', '6-10', '6-11', '6-12', '6-13', '6-7', '6-8', '6-9', '7-10', '7-11', '7-12', '7-7', '7-8', '7-9', '8-10', '8-11', '8-12', '8-7', '8-8', '8-9', '9-10', '9-11', '9-12', '9-7', '9-8', '9-9']",41.0,0.4125950717441887,2423.0,2.0,0.3179455328649272,0.3115771655093644,0.0791615041985101,41.0,16.0,True,0.3,40.0,/home/sagemaker-user/HNE/tiles/CH_L_341a,"['Cell_cycle_signature: 19/20 genes', 'EMT_signature: 6/6 genes', 'FMRP_signature: 48/50 genes', 'WNT_signature: 17/17 genes', 'YAP_signature: 6/6 genes']",0.0,41.0,16.0,166.44,
CH_L_342a,4948.0,0.0,0.3693349319263544,0.19726710101148212,"['10-4', '10-5', '10-6', '10-7', '10-8', '10-9', '11-4', '11-5', '11-6', '11-7', '11-8', '11-9', '12-10', '12-4', '12-5', '12-6', '12-7', '12-8', '12-9', '7-4', '7-5', '7-6', '7-7', '7-8', '7-9', '8-4', '8-5', '8-6', '8-7', '8-8', '8-9', '9-4', '9-5', '9-6', '9-7', '9-8', '9-9']",37.0,0.4128433973325161,2422.0,2.0,0.33434040916542895,0.20379671459419613,0.25892402041664203,37.0,13.0,True,0.3,40.0,/home/sagemaker-user/HNE/tiles/CH_L_342a,"['Cell_cycle_signature: 19/20 genes', 'EMT_signature: 6/6 genes', 'FMRP_signature: 50/50 genes', 'WNT_signature: 17/17 genes', 'YAP_signature: 6/6 genes']",0.0,37.0,13.0,171.46,
CH_L_344a,4753.0,0.0,0.7111952862255572,0.8130571098677565,"['10-4', '10-5', '10-6', '10-7', '10-8', '10-9', '11-4', '11-5', '11-6', '11-7', '11-8', '11-9', '5-4', '5-5', '5-6', '5-7', '5-8', '5-9', '6-4', '6-5', '6-6', '6-7', '6-8', '6-9', '7-4', '7-5', '7-6', '7-7', '7-8', '7-9', '8-4', '8-5', '8-6', '8-7', '8-8', '8-9', '9-4', '9-5', '9-6', '9-7', '9-8', '9-9']",42.0,0.40281886158042585,2482.0,2.0,0.6554602747136292,0.722997958144537,0.18625306028741956,42.0,24.0,True,0.3,40.0,/home/sagemaker-user/HNE/tiles/CH_L_344a,"['Cell_cycle_signature: 19/20 genes', 'EMT_signature: 6/6 genes', 'FMRP_signature: 50/50 genes', 'WNT_signature: 17/17 genes', 'YAP_signature: 6/6 genes']",0.0,42.0,24.0,177.25,
