patient_id,n_spots_in_tissue,n_spots_missin_tumor_fraction,mean_tumor_fraction,median_tumor_fraction,tile_id,n_initial_tiles,fullres_pixel_size,tile_size_pixels,k_value,mean_tile_purity,median_tile_purity,tile_purity_std,tiles_before_filter,n_tumor_tiles,has_tumor_tiles,tumor_threshold,min_spots,tiles_path,genes_per_signature,n_missing_signatures,n_total_tiles_aggregated,n_tumor_tiles_aggregated,avg_spots_per_tile,has_tumor_fraction
CH_L_345a,4743.0,0.0,0.7336121088795381,0.8858584883546001,"['3-10', '3-5', '3-6', '3-7', '3-8', '3-9', '4-10', '4-5', '4-6', '4-7', '4-8', '4-9', '5-10', '5-5', '5-6', '5-7', '5-8', '5-9', '6-10', '6-5', '6-6', '6-7', '6-8', '6-9', '7-10', '7-5', '7-6', '7-7', '7-8', '7-9', '8-5', '8-6', '8-7', '8-8', '8-9']",35.0,0.4051665097360857,2468.0,2.0,0.711552439141108,0.7929814923400272,0.1823003506675595,35.0,30.0,True,0.3,40.0,/home/sagemaker-user/HNE/tiles/CH_L_345a,"['Cell_cycle_signature: 19/20 genes', 'EMT_signature: 6/6 genes', 'FMRP_signature: 50/50 genes', 'WNT_signature: 17/17 genes', 'YAP_signature: 6/6 genes']",0.0,35.0,30.0,151.93,
CH_L_346a,4092.0,0.0,0.6884057006503241,0.7865242265284639,"['10-10', '10-11', '10-12', '10-13', '10-8', '10-9', '5-10', '5-11', '5-12', '5-13', '5-8', '5-9', '6-10', '6-11', '6-12', '6-13', '6-8', '6-9', '7-10', '7-11', '7-12', '7-13', '7-8', '7-9', '8-10', '8-11', '8-12', '8-13', '8-8', '8-9', '9-10', '9-11', '9-12', '9-13', '9-8', '9-9']",36.0,0.4095116427946635,2441.0,2.0,0.6477074887436515,0.7222770224463759,0.19933268474980562,36.0,32.0,True,0.3,40.0,/home/sagemaker-user/HNE/tiles/CH_L_346a,"['Cell_cycle_signature: 19/20 genes', 'EMT_signature: 6/6 genes', 'FMRP_signature: 50/50 genes', 'WNT_signature: 17/17 genes', 'YAP_signature: 6/6 genes']",0.0,36.0,32.0,123.44,
CH_L_347a,4946.0,0.0,0.6301966800006129,0.7322987599016939,"['3-10', '3-11', '3-12', '3-13', '3-8', '3-9', '4-10', '4-11', '4-12', '4-13', '4-8', '4-9', '5-10', '5-11', '5-12', '5-13', '5-8', '5-9', '6-10', '6-11', '6-12', '6-13', '6-8', '6-9', '7-10', '7-11', '7-12', '7-13', '7-8', '7-9', '8-10', '8-11', '8-12', '8-13', '8-8', '8-9', '9-10', '9-11', '9-12', '9-13', '9-8', '9-9']",42.0,0.4115395009675084,2429.0,2.0,0.591703112707048,0.6430969037960763,0.18761246632776699,42.0,29.0,True,0.3,40.0,/home/sagemaker-user/HNE/tiles/CH_L_347a,"['Cell_cycle_signature: 19/20 genes', 'EMT_signature: 6/6 genes', 'FMRP_signature: 50/50 genes', 'WNT_signature: 17/17 genes', 'YAP_signature: 6/6 genes']",0.0,42.0,29.0,159.9,
CH_L_348a,4581.0,0.0,0.47801399803762157,0.500110872489173,"['10-10', '10-11', '10-6', '10-7', '10-8', '10-9', '5-10', '5-11', '5-6', '5-7', '5-8', '5-9', '6-10', '6-11', '6-6', '6-7', '6-8', '6-9', '7-10', '7-11', '7-6', '7-7', '7-8', '7-9', '8-10', '8-11', '8-6', '8-7', '8-8', '8-9', '9-10', '9-11', '9-6', '9-7', '9-8', '9-9']",36.0,0.40741237420742255,2454.0,2.0,0.47578467289270787,0.518919754613474,0.15157971151343577,36.0,27.0,True,0.3,40.0,/home/sagemaker-user/HNE/tiles/CH_L_348a,"['Cell_cycle_signature: 19/20 genes', 'EMT_signature: 6/6 genes', 'FMRP_signature: 50/50 genes', 'WNT_signature: 17/17 genes', 'YAP_signature: 6/6 genes']",0.0,36.0,27.0,140.81,
CH_L_349a,4672.0,0.0,0.4093342410617469,0.3464100031628493,"['3-16', '3-17', '3-18', '3-19', '3-20', '3-21', '4-16', '4-17', '4-18', '4-19', '4-20', '4-21', '5-16', '5-17', '5-18', '5-19', '5-20', '5-21', '6-16', '6-17', '6-18', '6-19', '6-20', '6-21', '7-16', '7-17', '7-18', '7-19', '7-20', '7-21', '8-16', '8-17', '8-18', '8-19', '8-20', '8-21', '9-16', '9-17', '9-18', '9-19', '9-20', '9-21']",42.0,0.3917622790992778,2552.0,2.0,0.3864420620848218,0.322085971116171,0.2423337476507174,42.0,17.0,True,0.3,40.0,/home/sagemaker-user/HNE/tiles/CH_L_349a,"['Cell_cycle_signature: 19/20 genes', 'EMT_signature: 6/6 genes', 'FMRP_signature: 50/50 genes', 'WNT_signature: 17/17 genes', 'YAP_signature: 6/6 genes']",0.0,42.0,17.0,161.82,
CH_L_350a,3509.0,0.0,0.6661436643096985,0.7263154195201973,"['10-3', '10-4', '10-5', '10-6', '10-7', '10-8', '5-4', '5-5', '5-6', '5-7', '5-8', '5-9', '6-4', '6-5', '6-6', '6-7', '6-8', '6-9', '7-4', '7-5', '7-6', '7-7', '7-8', '7-9', '8-4', '8-5', '8-6', '8-7', '8-8', '8-9', '9-3', '9-4', '9-5', '9-6', '9-7', '9-8', '9-9']",37.0,0.40860641081755034,2447.0,2.0,0.6491393945291649,0.670185850634069,0.0846997113056109,37.0,30.0,True,0.3,40.0,/home/sagemaker-user/HNE/tiles/CH_L_350a,"['Cell_cycle_signature: 19/20 genes', 'EMT_signature: 6/6 genes', 'FMRP_signature: 50/50 genes', 'WNT_signature: 17/17 genes', 'YAP_signature: 6/6 genes']",0.0,37.0,30.0,115.53,
CH_L_351a,4874.0,0.0,0.3624589825913349,0.2935882618467768,"['10-10', '10-11', '10-12', '10-7', '10-8', '10-9', '11-10', '11-11', '11-12', '11-7', '11-8', '11-9', '5-10', '5-11', '5-12', '5-7', '5-8', '5-9', '6-10', '6-11', '6-12', '6-7', '6-8', '6-9', '7-10', '7-11', '7-12', '7-7', '7-8', '7-9', '8-10', '8-11', '8-12', '8-7', '8-8', '8-9', '9-10', '9-11', '9-12', '9-7', '9-8', '9-9']",42.0,0.4126468488219614,2423.0,2.0,0.394870799680369,0.4192378668475911,0.21648955535635853,42.0,15.0,True,0.3,40.0,/home/sagemaker-user/HNE/tiles/CH_L_351a,"['Cell_cycle_signature: 19/20 genes', 'EMT_signature: 6/6 genes', 'FMRP_signature: 50/50 genes', 'WNT_signature: 17/17 genes', 'YAP_signature: 6/6 genes']",0.0,42.0,15.0,152.93,
CH_L_352a,4180.0,0.0,0.4020183047503026,0.39719151058676144,"['10-10', '10-5', '10-6', '10-7', '10-8', '10-9', '11-10', '11-5', '11-6', '11-7', '11-8', '11-9', '6-10', '6-5', '6-6', '6-7', '6-8', '6-9', '7-10', '7-5', '7-6', '7-7', '7-8', '7-9', '8-10', '8-5', '8-6', '8-7', '8-8', '8-9', '9-10', '9-5', '9-6', '9-7', '9-8', '9-9']",36.0,0.41145365348965435,2430.0,2.0,0.4344078758758848,0.44288948799946026,0.17679775032048736,36.0,23.0,True,0.3,40.0,/home/sagemaker-user/HNE/tiles/CH_L_352a,"['Cell_cycle_signature: 19/20 genes', 'EMT_signature: 6/6 genes', 'FMRP_signature: 50/50 genes', 'WNT_signature: 17/17 genes', 'YAP_signature: 6/6 genes']",0.0,36.0,23.0,131.7,
CH_L_353a,4568.0,0.0,0.3842532228435656,0.3744428180435171,"['10-10', '10-11', '10-12', '10-13', '10-14', '10-15', '10-9', '5-10', '5-11', '5-12', '5-13', '5-14', '5-9', '6-10', '6-11', '6-12', '6-13', '6-14', '6-9', '7-10', '7-11', '7-12', '7-13', '7-14', '7-9', '8-10', '8-11', '8-12', '8-13', '8-14', '8-9', '9-10', '9-11', '9-12', '9-13', '9-14', '9-9']",37.0,0.39290676862416535,2545.0,2.0,0.392183188517259,0.39101364372491065,0.10358892041601181,37.0,26.0,True,0.3,40.0,/home/sagemaker-user/HNE/tiles/CH_L_353a,"['Cell_cycle_signature: 19/20 genes', 'EMT_signature: 6/6 genes', 'FMRP_signature: 50/50 genes', 'WNT_signature: 17/17 genes', 'YAP_signature: 6/6 genes']",0.0,37.0,26.0,133.42,
CH_L_356a,4297.0,0.0,0.3952537148293223,0.3589854270445667,"['3-10', '3-11', '3-12', '3-13', '3-8', '3-9', '4-10', '4-11', '4-12', '4-13', '4-8', '4-9', '5-10', '5-11', '5-12', '5-13', '5-8', '5-9', '6-10', '6-11', '6-12', '6-13', '6-8', '6-9', '7-10', '7-11', '7-12', '7-13', '7-8', '7-9', '8-10', '8-11', '8-12', '8-13', '8-8', '8-9', '9-10', '9-11', '9-12', '9-13', '9-8', '9-9']",42.0,0.4204241819466955,2378.0,2.0,0.38840309105580173,0.3881052047380902,0.19561819659890228,42.0,17.0,True,0.3,40.0,/home/sagemaker-user/HNE/tiles/CH_L_356a,"['Cell_cycle_signature: 19/20 genes', 'EMT_signature: 6/6 genes', 'FMRP_signature: 50/50 genes', 'WNT_signature: 17/17 genes', 'YAP_signature: 6/6 genes']",0.0,42.0,17.0,168.82,
CH_L_359a,4522.0,0.0,0.3666932225590699,0.3059162366042685,"['3-10', '3-11', '3-12', '3-13', '3-14', '4-10', '4-11', '4-12', '4-13', '4-14', '4-9', '5-10', '5-11', '5-12', '5-13', '5-14', '5-9', '6-10', '6-11', '6-12', '6-13', '6-14', '6-15', '6-9', '7-10', '7-11', '7-12', '7-13', '7-14', '7-15', '7-9', '8-10', '8-11', '8-12', '8-13', '8-14', '8-15', '9-10', '9-11', '9-12']",40.0,0.4178221964448479,2393.0,2.0,0.39033949644115723,0.4490563203648048,0.1777268498023819,40.0,21.0,True,0.3,40.0,/home/sagemaker-user/HNE/tiles/CH_L_359a,"['Cell_cycle_signature: 19/20 genes', 'EMT_signature: 6/6 genes', 'FMRP_signature: 50/50 genes', 'WNT_signature: 17/17 genes', 'YAP_signature: 6/6 genes']",0.0,40.0,21.0,130.19,
CH_L_360a,4491.0,0.0,0.542746707950056,0.5837817278619494,"['4-10', '4-11', '4-12', '4-13', '4-14', '4-9', '5-10', '5-11', '5-12', '5-13', '5-14', '5-9', '6-10', '6-11', '6-12', '6-13', '6-14', '6-9', '7-10', '7-11', '7-12', '7-13', '7-14', '7-9', '8-10', '8-11', '8-12', '8-13', '8-14', '8-9', '9-10', '9-11', '9-12', '9-13', '9-14', '9-9']",36.0,0.3948953869965541,2532.0,2.0,0.5061144033580806,0.5108805646050247,0.22236054059975457,36.0,26.0,True,0.3,40.0,/home/sagemaker-user/HNE/tiles/CH_L_360a,"['Cell_cycle_signature: 19/20 genes', 'EMT_signature: 6/6 genes', 'FMRP_signature: 50/50 genes', 'WNT_signature: 17/17 genes', 'YAP_signature: 6/6 genes']",0.0,36.0,26.0,142.15,
CH_L_361a,4741.0,0.0,0.4387749307999028,0.4587781400967112,"['10-10', '10-11', '10-6', '10-7', '10-8', '10-9', '11-10', '11-11', '11-6', '11-7', '11-8', '11-9', '12-10', '12-11', '12-6', '12-7', '12-8', '12-9', '7-10', '7-11', '7-6', '7-7', '7-8', '7-9', '8-10', '8-11', '8-6', '8-7', '8-8', '8-9', '9-10', '9-11', '9-6', '9-7', '9-8', '9-9']",36.0,0.39281093794076005,2545.0,2.0,0.43328675063615907,0.4598053672888892,0.13499068151286112,36.0,31.0,True,0.3,40.0,/home/sagemaker-user/HNE/tiles/CH_L_361a,"['Cell_cycle_signature: 19/20 genes', 'EMT_signature: 6/6 genes', 'FMRP_signature: 49/50 genes', 'WNT_signature: 17/17 genes', 'YAP_signature: 6/6 genes']",0.0,36.0,31.0,139.39,
CH_L_362a,4881.0,0.0,0.5683461004811459,0.6594577176509752,"['10-10', '10-11', '10-12', '10-13', '10-14', '10-9', '11-10', '11-11', '11-12', '11-13', '11-14', '11-9', '12-10', '12-11', '12-12', '12-13', '12-14', '12-9', '6-11', '6-12', '6-13', '6-14', '7-10', '7-11', '7-12', '7-13', '7-14', '7-9', '8-10', '8-11', '8-12', '8-13', '8-14', '8-9', '9-10', '9-11', '9-12', '9-13', '9-14', '9-9']",40.0,0.4153806373604318,2407.0,2.0,0.5449257190563876,0.5968317386301821,0.18421220786696757,40.0,30.0,True,0.3,40.0,/home/sagemaker-user/HNE/tiles/CH_L_362a,"['Cell_cycle_signature: 19/20 genes', 'EMT_signature: 6/6 genes', 'FMRP_signature: 50/50 genes', 'WNT_signature: 17/17 genes', 'YAP_signature: 6/6 genes']",0.0,40.0,30.0,145.87,
CH_L_363a,4877.0,0.0,0.678499975658204,0.8325309109463102,"['10-10', '10-11', '10-6', '10-7', '10-8', '10-9', '5-10', '5-11', '5-6', '5-7', '5-8', '5-9', '6-10', '6-11', '6-6', '6-7', '6-8', '6-9', '7-10', '7-11', '7-6', '7-7', '7-8', '7-9', '8-10', '8-11', '8-6', '8-7', '8-8', '8-9', '9-10', '9-11', '9-6', '9-7', '9-8', '9-9']",36.0,0.377641077301879,2648.0,2.0,0.6718882987924796,0.7029860077004062,0.1979742912373394,36.0,28.0,True,0.3,40.0,/home/sagemaker-user/HNE/tiles/CH_L_363a,"['Cell_cycle_signature: 19/20 genes', 'EMT_signature: 6/6 genes', 'FMRP_signature: 50/50 genes', 'WNT_signature: 17/17 genes', 'YAP_signature: 6/6 genes']",0.0,36.0,28.0,154.29,
CH_L_364a,3962.0,0.0,0.2972435606690018,0.22402696409982298,"['2-10', '2-11', '2-12', '2-6', '2-7', '2-8', '2-9', '3-10', '3-11', '3-12', '3-6', '3-7', '3-8', '3-9', '4-10', '4-11', '4-12', '4-6', '4-7', '4-8', '4-9', '5-10', '5-11', '5-12', '5-6', '5-7', '5-8', '5-9', '6-10', '6-11', '6-12', '6-6', '6-7', '6-8', '6-9', '7-10', '7-11', '7-12', '7-6', '7-7', '7-8', '7-9']",42.0,0.39181192357050015,2552.0,2.0,0.2831620706758991,0.2732719411541572,0.18843760933505618,42.0,12.0,True,0.3,40.0,/home/sagemaker-user/HNE/tiles/CH_L_364a,"['Cell_cycle_signature: 19/20 genes', 'EMT_signature: 6/6 genes', 'FMRP_signature: 50/50 genes', 'WNT_signature: 17/17 genes', 'YAP_signature: 6/6 genes']",0.0,42.0,12.0,146.92,
CH_L_367a,4074.0,0.0,0.593661205885061,0.6976346568490124,"['10-10', '10-11', '10-12', '10-13', '10-9', '4-10', '4-11', '4-12', '4-13', '4-8', '4-9', '5-10', '5-11', '5-12', '5-13', '5-8', '5-9', '6-10', '6-11', '6-12', '6-13', '6-8', '6-9', '7-10', '7-11', '7-12', '7-13', '7-8', '7-9', '8-10', '8-11', '8-12', '8-13', '8-8', '8-9', '9-10', '9-11', '9-12', '9-13', '9-9']",40.0,0.39376767346202884,2539.0,2.0,0.5993990433262262,0.6686417460389006,0.17791269291810247,40.0,22.0,True,0.3,40.0,/home/sagemaker-user/HNE/tiles/CH_L_367a,"['Cell_cycle_signature: 19/20 genes', 'EMT_signature: 6/6 genes', 'FMRP_signature: 50/50 genes', 'WNT_signature: 17/17 genes', 'YAP_signature: 6/6 genes']",0.0,40.0,22.0,160.05,
CH_L_368a,4364.0,0.0,0.5128845176282198,0.5367839248293487,"['10-6', '10-7', '4-3', '4-4', '4-5', '4-6', '4-7', '4-8', '5-3', '5-4', '5-5', '5-6', '5-7', '5-8', '6-3', '6-4', '6-5', '6-6', '6-7', '6-8', '7-3', '7-4', '7-5', '7-6', '7-7', '7-8', '8-3', '8-4', '8-5', '8-6', '8-7', '8-8', '9-4', '9-5', '9-6', '9-7', '9-8']",37.0,0.41348571044175103,2418.0,2.0,0.4859050642875827,0.45097748301300494,0.1918369249822379,37.0,26.0,True,0.3,40.0,/home/sagemaker-user/HNE/tiles/CH_L_368a,"['Cell_cycle_signature: 19/20 genes', 'EMT_signature: 6/6 genes', 'FMRP_signature: 50/50 genes', 'WNT_signature: 17/17 genes', 'YAP_signature: 6/6 genes']",0.0,37.0,26.0,148.38,
CH_L_369a,4670.0,0.0,0.5726369822794423,0.6561975070681074,"['10-4', '10-5', '10-6', '10-7', '10-8', '10-9', '11-4', '11-5', '11-6', '11-7', '11-8', '11-9', '6-4', '6-5', '6-6', '6-7', '6-8', '6-9', '7-4', '7-5', '7-6', '7-7', '7-8', '7-9', '8-4', '8-5', '8-6', '8-7', '8-8', '8-9', '9-4', '9-5', '9-6', '9-7', '9-8', '9-9']",36.0,0.4122251441169234,2425.0,2.0,0.5840187386447048,0.6279279111451371,0.19247551733576637,36.0,25.0,True,0.3,40.0,/home/sagemaker-user/HNE/tiles/CH_L_369a,"['Cell_cycle_signature: 19/20 genes', 'EMT_signature: 6/6 genes', 'FMRP_signature: 50/50 genes', 'WNT_signature: 17/17 genes', 'YAP_signature: 6/6 genes']",0.0,36.0,25.0,152.96,
CH_L_371a,4848.0,0.0,0.6736610385360348,0.7446836861346411,"['10-4', '10-5', '10-6', '10-7', '10-8', '10-9', '11-4', '11-5', '11-6', '11-7', '11-8', '11-9', '5-4', '5-5', '5-6', '5-7', '5-8', '5-9', '6-4', '6-5', '6-6', '6-7', '6-8', '6-9', '7-4', '7-5', '7-6', '7-7', '7-8', '7-9', '8-4', '8-5', '8-6', '8-7', '8-8', '8-9', '9-4', '9-5', '9-6', '9-7', '9-8', '9-9']",42.0,0.41049885148613896,2436.0,2.0,0.6431171067062638,0.6797678268934457,0.15546778203045894,42.0,30.0,True,0.3,40.0,/home/sagemaker-user/HNE/tiles/CH_L_371a,"['Cell_cycle_signature: 19/20 genes', 'EMT_signature: 6/6 genes', 'FMRP_signature: 49/50 genes', 'WNT_signature: 17/17 genes', 'YAP_signature: 6/6 genes']",0.0,42.0,30.0,151.3,
CH_L_372a,4788.0,0.0,0.6973621176392321,0.7688145393847325,"['10-16', '10-17', '10-18', '10-19', '10-20', '10-21', '11-16', '11-17', '11-18', '11-19', '11-20', '11-21', '5-16', '5-17', '5-18', '5-19', '5-20', '6-16', '6-17', '6-18', '6-19', '6-20', '6-21', '7-16', '7-17', '7-18', '7-19', '7-20', '7-21', '8-16', '8-17', '8-18', '8-19', '8-20', '8-21', '9-16', '9-17', '9-18', '9-19', '9-20', '9-21']",41.0,0.4124812907969669,2424.0,2.0,0.6491104615319003,0.6907294247942025,0.1586885331684518,41.0,31.0,True,0.3,40.0,/home/sagemaker-user/HNE/tiles/CH_L_372a,"['Cell_cycle_signature: 19/20 genes', 'EMT_signature: 6/6 genes', 'FMRP_signature: 50/50 genes', 'WNT_signature: 17/17 genes', 'YAP_signature: 6/6 genes']",0.0,41.0,31.0,147.77,
CH_L_373a,3528.0,0.0,0.37996229321283304,0.31197372336908524,"['2-3', '2-4', '2-5', '2-6', '2-7', '2-8', '3-4', '3-5', '3-6', '3-7', '3-8', '3-9', '4-4', '4-5', '4-6', '4-7', '4-8', '4-9', '5-4', '5-5', '5-6', '5-7', '5-8', '5-9', '6-4', '6-5', '6-6', '6-7', '6-8', '6-9', '7-4', '7-5', '7-6', '7-7', '7-8']",35.0,0.4079119686433004,2451.0,2.0,0.3761926386503577,0.35250893347164713,0.11645457478370873,35.0,19.0,True,0.3,40.0,/home/sagemaker-user/HNE/tiles/CH_L_373a,"['Cell_cycle_signature: 19/20 genes', 'EMT_signature: 6/6 genes', 'FMRP_signature: 50/50 genes', 'WNT_signature: 17/17 genes', 'YAP_signature: 6/6 genes']",0.0,35.0,19.0,143.79,
CH_L_375a,,,,,,,,,,,,,,,,,,,,,,,,False
CH_L_376a,1183.0,0.0,0.42825318313930294,0.3797470407611412,"['-1-10', '-1-4', '-1-5', '-1-6', '-1-7', '-1-8', '-1-9', '-2-4', '-2-5', '-2-6', '-2-8', '-2-9', '-3-10', '-3-5', '-3-6', '-3-8', '-3-9', '0-4', '0-5', '0-6', '0-7', '0-8', '0-9']",23.0,0.3809673806277854,2624.0,2.0,0.431456857052474,0.38674728047520196,0.2156461725925197,23.0,6.0,True,0.3,40.0,/home/sagemaker-user/HNE/tiles/CH_L_376a,"['Cell_cycle_signature: 19/20 genes', 'EMT_signature: 6/6 genes', 'FMRP_signature: 50/50 genes', 'WNT_signature: 17/17 genes', 'YAP_signature: 6/6 genes']",0.0,23.0,6.0,90.67,
CH_L_377a,,,,,,,,,,,,,,,,,,,,,,,,False
CH_L_378a,,,,,,,,,,,,,,,,,,,,,,,,False
CH_L_382a,,,,,,,,,,,,,,,,,,,,,,,,False
CH_L_383a,,,,,,,,,,,,,,,,,,,,,,,,False
CH_L_384a,,,,,,,,,,,,,,,,,,,,,,,,False
CH_L_385a,,,,,,,,,,,,,,,,,,,,,,,,False
CH_L_386a,,,,,,,,,,,,,,,,,,,,,,,,False
CH_L_387a,789.0,0.0,0.5466184959266062,0.5937686405967733,"['1-1', '1-2', '2-1', '2-2', '2-4', '2-5', '2-6', '3-2', '3-5', '3-6', '4-5', '4-6', '5-1', '5-2', '6-1', '6-2']",16.0,0.43011070225352177,2324.0,2.0,0.540291808722108,0.570958327838514,0.15677327951722486,16.0,6.0,True,0.3,40.0,/home/sagemaker-user/HNE/tiles/CH_L_387a,"['Cell_cycle_signature: 19/20 genes', 'EMT_signature: 6/6 genes', 'FMRP_signature: 49/50 genes', 'WNT_signature: 17/17 genes', 'YAP_signature: 6/6 genes']",0.0,16.0,6.0,96.0,
CH_L_388a,770.0,0.0,0.28604857381533133,0.18814516649220175,"['1-3', '1-4', '1-5', '1-6', '2-1', '2-2', '2-4', '2-5', '2-6', '3-1', '3-2', '3-3', '3-5', '3-6', '4-1', '4-2', '4-3', '4-4', '5-3', '5-4']",20.0,0.4194546884086197,2384.0,2.0,0.29111120168250415,0.2515638651531941,0.10155508461649848,20.0,2.0,True,0.3,40.0,/home/sagemaker-user/HNE/tiles/CH_L_388a,"['Cell_cycle_signature: 19/20 genes', 'EMT_signature: 6/6 genes', 'FMRP_signature: 50/50 genes', 'WNT_signature: 17/17 genes', 'YAP_signature: 6/6 genes']",0.0,20.0,2.0,121.0,
CH_L_389a,1812.0,0.0,0.28889483116874565,0.07552193242716954,"['1-5', '1-6', '1-7', '2-3', '2-4', '2-5', '2-6', '2-7', '3-3', '3-4', '3-6', '3-7', '3-8', '4-3', '4-4', '4-5', '4-6', '4-7', '4-8', '5-4', '5-5', '5-6', '5-7', '6-4', '6-5', '6-6', '7-3', '7-4', '7-5', '7-6']",30.0,0.4170355223818206,2397.0,2.0,0.3184669714054501,0.27391395927912515,0.24380556586028096,30.0,6.0,True,0.3,40.0,/home/sagemaker-user/HNE/tiles/CH_L_389a,"['Cell_cycle_signature: 19/20 genes', 'EMT_signature: 6/6 genes', 'FMRP_signature: 50/50 genes', 'WNT_signature: 17/17 genes', 'YAP_signature: 6/6 genes']",0.0,30.0,6.0,101.83,
CH_L_390a,772.0,0.0,0.5063355688965212,0.5517152600628705,"['10-10', '10-8', '10-9', '11-8', '11-9', '6-5', '6-6', '7-10', '7-5', '7-6', '8-5', '8-6', '8-7', '9-10', '9-8', '9-9']",16.0,0.39753259855154827,2515.0,2.0,0.49318644448274795,0.5015219756596376,0.12333071325524073,16.0,7.0,True,0.3,40.0,/home/sagemaker-user/HNE/tiles/CH_L_390a,"['Cell_cycle_signature: 19/20 genes', 'EMT_signature: 6/6 genes', 'FMRP_signature: 50/50 genes', 'WNT_signature: 17/17 genes', 'YAP_signature: 6/6 genes']",0.0,16.0,7.0,102.14,
CH_L_391a,,,,,,,,,,,,,,,,,,,,,,,,False
CH_L_392a,,,,,,,,,,,,,,,,,,,,,,,,False
CH_L_393a,,,,,,,,,,,,,,,,,,,,,,,,False
CH_L_394a,,,,,,,,,,,,,,,,,,,,,,,,False
CH_L_395a,929.0,0.0,0.6022479001891405,0.6694451250872545,"['1-0', '1-2', '1-3', '2-0', '2-1', '2-2', '2-3', '3--1', '3--2', '3-2', '3-3', '4--1', '4--2', '4-1', '4-2', '5-1', '5-2', '5-3', '6-1', '6-2', '6-3']",21.0,0.3891858274637742,2569.0,2.0,0.581484433473929,0.5688870786361839,0.12103111475173717,21.0,9.0,True,0.3,40.0,/home/sagemaker-user/HNE/tiles/CH_L_395a,"['Cell_cycle_signature: 19/20 genes', 'EMT_signature: 6/6 genes', 'FMRP_signature: 50/50 genes', 'WNT_signature: 17/17 genes', 'YAP_signature: 6/6 genes']",0.0,21.0,9.0,93.78,
CH_L_396a,,,,,,,,,,,,,,,,,,,,,,,,False
CH_L_397a,,,,,,,,,,,,,,,,,,,,,,,,False
CH_L_398a,,,,,,,,,,,,,,,,,,,,,,,,False
CH_L_399a,2234.0,0.0,0.20573762807131998,0.12944919200076238,"['10-1', '10-2', '10-3', '10-4', '10-5', '11-1', '11-2', '11-3', '11-4', '11-5', '11-6', '6-2', '6-3', '6-4', '6-5', '6-6', '7-1', '7-2', '7-3', '7-4', '7-5', '7-6', '8-4', '8-5', '8-6', '9-3', '9-4', '9-5']",28.0,0.41216219743544324,2426.0,2.0,0.2278152183565533,0.20687974601102005,0.11751628921289353,28.0,3.0,True,0.3,40.0,/home/sagemaker-user/HNE/tiles/CH_L_399a,"['Cell_cycle_signature: 19/20 genes', 'EMT_signature: 6/6 genes', 'FMRP_signature: 50/50 genes', 'WNT_signature: 17/17 genes', 'YAP_signature: 6/6 genes']",0.0,28.0,3.0,162.67,
CH_L_400a,628.0,0.0,0.5805933427385044,0.6883064273099464,"['-1-0', '-1-1', '-2--1', '-2-0', '-2-1', '-3--1', '-3-0', '-4--1', '-4--2', '-4-2', '0-0', '0-1', '1--2', '1-1', '1-2']",15.0,0.3899397466964377,2564.0,2.0,0.5599750190770557,0.5579904811826032,0.16080824190054274,15.0,6.0,True,0.3,40.0,/home/sagemaker-user/HNE/tiles/CH_L_400a,"['Cell_cycle_signature: 19/20 genes', 'EMT_signature: 6/6 genes', 'FMRP_signature: 50/50 genes', 'WNT_signature: 17/17 genes', 'YAP_signature: 6/6 genes']",0.0,15.0,6.0,81.17,
CH_L_401a,,,,,,,,,,,,,,,,,,,,,,,,False
CH_L_402a,,,,,,,,,,,,,,,,,,,,,,,,False
CH_L_403a,1467.0,0.0,0.6420521116854407,0.7770461984133488,"['4-2', '4-3', '4-4', '4-5', '4-6', '4-7', '4-8', '5-2', '5-3', '5-4', '5-5', '5-6', '5-7', '5-8', '6-4', '6-5', '6-6', '6-7', '7-6', '7-7', '8-5', '8-7']",22.0,0.36484577168786964,2740.0,2.0,0.5950370432011637,0.6592286581929048,0.20247329113106363,22.0,11.0,True,0.3,40.0,/home/sagemaker-user/HNE/tiles/CH_L_403a,"['Cell_cycle_signature: 19/20 genes', 'EMT_signature: 6/6 genes', 'FMRP_signature: 50/50 genes', 'WNT_signature: 17/17 genes', 'YAP_signature: 6/6 genes']",0.0,22.0,11.0,106.82,
CH_L_405a,,,,,,,,,,,,,,,,,,,,,,,,False
CH_L_406a,,,,,,,,,,,,,,,,,,,,,,,,False
CH_L_407a,,,,,,,,,,,,,,,,,,,,,,,,False
CH_L_409a,,,,,,,,,,,,,,,,,,,,,,,,False
CH_L_410a,,,,,,,,,,,,,,,,,,,,,,,,False
CH_L_410b,,,,,,,,,,,,,,,,,,,,,,,,False
CH_L_411a,,,,,,,,,,,,,,,,,,,,,,,,False
CH_L_412a,,,,,,,,,,,,,,,,,,,,,,,,False
CH_L_413a,,,,,,,,,,,,,,,,,,,,,,,,False
CH_L_414a,,,,,,,,,,,,,,,,,,,,,,,,False
CH_L_414b,,,,,,,,,,,,,,,,,,,,,,,,False
CH_L_414c,,,,,,,,,,,,,,,,,,,,,,,,False
CH_L_415a,,,,,,,,,,,,,,,,,,,,,,,,False
CH_L_416a,,,,,,,,,,,,,,,,,,,,,,,,False
CH_L_417a,,,,,,,,,,,,,,,,,,,,,,,,False
CH_L_418a,,,,,,,,,,,,,,,,,,,,,,,,False
CH_L_419a,,,,,,,,,,,,,,,,,,,,,,,,False
CH_L_420a,,,,,,,,,,,,,,,,,,,,,,,,False
